,author_id,id,text,lang,created_at
83,1199276082635120640,1538995870972227585,Day 20 of #100DaysOfCode I learnt about Python Decorators and it's uses. I wrote code to wrap words around the value of addition in a function I created. Thanks to @theZuriTeam for the lessons. #I4GZuri https://t.co/17TWus1IBM,en,2022-06-20T21:23:03.000Z
84,1324419772893810693,1538995757050634240,"Hire us to do your
*Project
*Math
*Essay due
*Pay write
*English
*Paper pay
*Case study
*Quiz
*Do my homework
*Online classes
*Python.
*Philosophy 
*Book review
Assignment due
#Pay someone write
#100DaysOfCode
#NodeJS
#javascript
#python
#WomenWhoCode
#Django 
#Serverless
#Linux",en,2022-06-20T21:22:36.000Z
85,1301739932810186752,1538995637039030273,"Python or JavaScript ?

#100DaysOfCode",cy,2022-06-20T21:22:07.000Z
86,1161437685820641281,1538995467580846080," Great But It's Still A Fake 🚩 
#Python #Roblox #IoT #ETH #Azure #PyTorch #Cython #RStats #DotNet #Java #BTSV #ADA #CSharp #Web3 #Flutter #SQL #JavaScript #ReactJS #Serverless #Linux #Security #NFT #opensource #Eminem #Nodejs 
#AI #CSS #WordPress #HTML #DevOps #100DaysOfCode https://t.co/B9ONA9rb6c",en,2022-06-20T21:21:27.000Z
87,1332714745871421443,1538995102844170246,"#Hiring?
Sign up now https://t.co/o7lVlsl75X
FREE. NO MIDDLEMEN.
#Robotics #AIEthics #MachineLearning #AI #Python #DataScience #BigData #100DaysOfCode #Robots #fintech #insurtech #cybersecurity #blockchain #Bitcoin #coding #Cryptos #NFTGame #Job #Metaverse #ETH #Python #HR #DeFi https://t.co/4ChkdPm7l9",en,2022-06-20T21:20:00.000Z
88,1524083282123517953,1538994695077998594,"How do you quickly buy verified PayPal accounts?
https://t.co/RtDTpIkCbH
⭐⭐⭐⭐⭐
#100Daysofcode  #programming  #CodeNewbie #python #DataScience #gamedev #BigData #Coding #DataScience #MachineLearning #NeuralNetworks  #OpenSource #AI  #DEVCommunity #codinglife #python https://t.co/kaqACNENz7",en,2022-06-20T21:18:23.000Z
89,134434122,1538994318056243204,"#FEATURED #COURSES
Complete #Python #Developer in 2022: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn #Web #Development
#Machine #Learning + more
https://t.co/vRkg9EK8Sw
#CodeNewbies #100DaysOfCode #webdevelopment #WomenWhoCode #online https://t.co/LqSqknTkWJ",en,2022-06-20T21:16:53.000Z
90,176742962,1538994089999233024,"#Pride2022 #truth
#Steam
#nonbinary #laicism #FreeSpeech
#indiegames #IndieGameDev #100DaysOfCode
#science #womenintech #Tech4All #tech
#TFSM #LGBT #LGBTQ #EU #UKR #peace
#cyberpunk #cybersecurity #steampunk #Flutter
#javascript #Python #Sherlock
#GideonTheNinth #cannabisculture https://t.co/7lLxHutdZw",qht,2022-06-20T21:15:58.000Z
91,176742962,1538993923317563392,"#Pride2022 #truth
#Steam
#nonbinary #laicism #FreeSpeech
#indiegames #IndieGameDev #100DaysOfCode
#science #womenintech #Tech4All #tech
#TFSM #LGBT #LGBTQ #EU #UKR #peace
#cyberpunk #cybersecurity #steampunk #Flutter
#javascript #Python #Sherlock
#GideonTheNinth #cannabisculture https://t.co/d8oZHxcaVj",qht,2022-06-20T21:15:19.000Z
92,1094022475736903687,1538993872080187394,"For limited time get my course "" Management Information Systems Student's Journey  "" for only 17$
https://t.co/SJz2Q4mYpK
#research #DataScience #MachineLearning #data #Rstats #Python #100DaysOfCode #coding #udemyfree #Java #javascript #Developers #DeepLearning #Analytics",en,2022-06-20T21:15:06.000Z
93,910879843054751744,1538993513559429121,"The best site to learn courses in di
https://t.co/KZdwk4eveP

#creativecoding #coding #css #React #Javascript #characterdesign #blender3d #python #Procreate #JavaScript #100DaysOfCode #gamedev #programming #openSource #dataScience #CloudComputing #Serverless #animation #cinema4d",en,2022-06-20T21:13:41.000Z
94,1317834479583567872,1538992839778086913,"Rameshcodes: Been working on projects and revising certain concepts. 
Day 12 ,13,14,15. check out the rock paper scissor game repo 
#100DaysOfCode #Python #DataScience https://t.co/viVlqdsvxS #onedatabookrt #100daysofcode",en,2022-06-20T21:11:00.000Z
95,1243665419501744133,1538992715500765184,"""What kills the creative force is not age or lack of talent, but our own spirit, our own attitude.""- Robert Greene #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim #100DaysOfCode",en,2022-06-20T21:10:31.000Z
96,1332714745871421443,1538992585984815104,"#Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN.
#Robotics #AIEthics #MachineLearning #AI #Python #DataScience #BigData #100DaysOfCode #Robots #fintech #insurtech #cybersecurity #blockchain #Bitcoin #coding #Cryptos #NFTGame #Job #Metaverse #ETH #Python #HR #DeFi https://t.co/BxL5OS3ve9",en,2022-06-20T21:10:00.000Z
97,819269364448956416,1538992563801280517,"Affordable prices and absolute anonymity for assignment and essay help
DM @laura_adams20
#Essayhelp
#homework
#100DaysOfCode
#Paper
#homework
#essaywrite
#Econometrics
#math
#assignmentpay
#Exam
#javascript
#Geography
#Mathlab
#economics
#History
#codenewbies
#python
#PowerPoint",en,2022-06-20T21:09:54.000Z
98,819269364448956416,1538992433555447809,"Affordable prices and absolute anonymity for assignment and essay help
DM @laura_adams20
#Essayhelp
#homework
#100DaysOfCode
#Paper
#homework
#essaywrite
#Econometrics
#math
#assignmentpay
#Exam
#javascript
#Geography
#Mathlab
#economics
#History
#PowerPoint
#codenewbies
#python",en,2022-06-20T21:09:23.000Z
99,1522515650324975616,1538991802610483200,"Hire us to do your
*Project
*Math
*Essay due
*Pay write
*English
*Paper pay
*Case study
*Quiz
*Do my homework
*Online classes
*Python..
*Philosophy 
*Book review
#100DaysOfCode
#NodeJS
#javascript
#Serverles 
Dm @onlinewriters21 https://t.co/I8IqjvQ6kW",en,2022-06-20T21:06:53.000Z
